run_id,L,W,y0,Wf,Wf_qw,Sx,Sy,s11_min_freq,s11_min_db,s11_at_2p45,bw_10db_low,bw_10db_high,max_gain_dbi,rad_efficiency_db,total_efficiency_db,solve_time_sec,status
40.0,42.400553511493065,54.97688388939508,10.403057335027198,4.91721757790167,2.3312160532223336,85.53124876444134,91.28721709329444,2.382999897003174,-17.179884186176263,-1.967375705914653,2.1070001125335693,2.3980000019073486,10.7003544406425,0.988439492973757,0.2989145188032835,240.80360341072085,ok
41.0,38.0597828086242,58.14550650844056,13.654284823778363,4.865317858711468,2.653215755111929,92.8959343935742,82.4876864700181,2.569000005722046,-19.93627397109037,-1.0910120776198078,2.5510001182556152,2.586999893188477,11.088549423994,1.0258453146140294,0.3012486027473571,299.43478536605835,ok
42.0,41.97664911634628,61.82739014583338,16.116103708495924,5.148957237654351,2.244610286001512,79.51878953274549,87.97522171460503,4.0,-16.491059757323598,-2.408443614046685,2.1610000133514404,4.0,10.4325302528356,0.9792905225766372,0.3290023654912739,261.07112216949463,ok
43.0,38.25977656552514,64.85331886411176,10.001787565448671,4.965482273547607,2.434153918444215,90.3393791810011,85.80525091135547,2.515000104904175,-20.636697716246594,-2.918488355427028,2.49399995803833,4.0,11.3249902803876,1.0369834281908967,0.6768833542992598,186.72488689422607,ok
44.0,39.929090486974175,62.31288894415851,11.26750549885834,5.061246243738927,2.7815290047580485,83.40372762597491,81.84010918219072,2.48799991607666,-20.92735084073542,-6.074021819801242,2.470000028610229,2.509000062942505,10.9792640177244,1.038130798952142,0.9399109324479904,167.29710388183594,ok
45.0,42.358346042656194,53.60228763321998,14.245685738522925,4.758852218024795,2.490755725446033,87.90812204747121,75.40840188754343,2.2149999141693115,-7.726935524819884,-0.7004708052138838,,,10.41150440474,0.994753840042478,0.2071011122523191,157.01413702964783,ok
46.0,41.72953152722422,58.76333708704438,11.689997457272604,4.777402330847501,2.357883565549635,85.77091299511545,90.12977239292498,2.3919999599456787,-32.22695064401038,-2.650896602617916,2.377000093460083,2.407000064849853,10.8897080623596,0.9999800251207897,0.3984569246003833,157.26781916618347,ok
61.0,39.08398318504203,54.26912355954461,10.787024889513738,4.954547993226124,2.637955561167642,91.54962954728516,78.19036179484316,2.575000047683716,-22.031085386096,-1.328605512448721,2.242000102996826,2.5929999351501465,11.1858832958682,1.0609324388483743,0.3436162774077212,146.1631679534912,ok
62.0,41.38441194731731,56.5406998097251,13.429915662806351,4.798131789985993,2.674209187006717,82.82546980400534,86.79050494533615,2.1730000972747803,-15.022348194380555,-13.345241162204909,2.1640000343322754,2.4670000076293945,10.730179446455,1.0218643803078136,0.901250731284131,133.29122138023376,ok
63.0,38.62249054377831,52.61721040700815,10.951569178060756,4.583085353835811,2.254411089037534,85.0924970388559,77.03721722505952,2.322999954223633,-20.11064752797664,-1.330944749835987,2.311000108718872,2.6470000743865967,10.8251180460375,1.0679592669380478,0.321175593727772,149.0281627178192,ok
64.0,42.30279918797243,62.60562407256053,11.20810886954897,5.1101308609259695,2.6221757147703904,78.75494880377533,82.09711409850573,2.200000047683716,-14.85078381221497,-5.547614904658468,2.190999984741211,4.0,10.0774731516442,0.9610767836085172,0.565076378260922,187.151793718338,ok
65.0,40.809093730313045,58.88734979238678,11.921294326736737,5.05226372502554,2.554678162861745,93.20671803839436,88.47706974854395,2.4189999103546143,-20.674377358387865,-6.057231861536842,2.4040000438690186,2.434000015258789,11.3276901714881,1.0333538085587386,0.692785076743773,169.32978868484497,ok
66.0,38.988529173194976,53.95324558332244,16.697375943784884,4.685639291702013,2.667726937434192,89.10689671251035,90.71371743633374,2.5179998874664307,-20.219317024083587,-2.203966369519452,2.503000020980835,3.733000040054321,11.4246163320493,1.0411047339030584,0.582147504018351,154.29314136505127,ok
67.0,41.87837347165262,54.38853182221636,14.06192349361684,4.922626960484846,2.2476307513356604,88.01485139757612,83.46289025251998,2.178999900817871,-29.14557710204317,-9.05279448257262,2.1700000762939453,2.46399998664856,10.6162487928688,0.9975049291586692,0.8682837549327048,169.42185282707214,ok
68.0,38.78072795384707,60.87184441150463,14.77101023617027,4.75270684664577,2.5064942904259544,81.93048111355469,89.92382384905979,2.503000020980835,-17.14599103384398,-3.757095601185384,2.484999895095825,2.5209999084472656,11.4093693947692,1.0480725694780824,0.7976455346870152,175.83701753616333,ok
69.0,38.41075604914492,52.06321452360655,16.769469952225904,4.618896654654876,2.4819341266792847,92.69559286832576,91.60292343789774,2.5390000343322754,-20.37535310214408,-1.291524681881415,2.5239999294281006,2.553999900817871,11.2873715490786,1.0270928684538685,0.3852687859918284,177.89244270324707,ok
70.0,41.79268494304267,63.53164027692993,13.375889996136276,5.117101339092962,2.7383080534884683,86.60688551671947,84.35855702489202,3.9700000286102295,-35.86459968111334,-3.716835789260984,2.1429998874664307,3.98799991607666,10.7962774012795,1.0055456932461515,0.4696206206340769,174.77662777900696,ok
71.0,38.0811248636806,55.1447083716423,15.105412107554413,4.98723312617154,2.689094258335105,84.11271390410008,93.89214545120502,2.5420000553131104,-28.69588435535523,-1.673883834880165,2.5209999084472656,3.510999917984009,11.0841020590231,1.0134365083728092,0.4598476992653115,152.09505820274353,ok
72.0,42.46087421994118,53.89139318315184,11.530135316096908,4.66855382522578,2.538351978349572,90.5197357006762,78.87409176870423,2.184999942779541,-11.616924472269153,-1.8930564138863275,2.178999900817871,2.187999963760376,10.5435449574051,0.9940462909236883,0.5200122220461663,159.49601292610168,ok
73.0,39.34248280532872,64.54502105825088,14.347485564472382,4.50142290432948,2.5787939376511195,79.97103581891618,86.23198521323177,4.0,-16.49337856243389,-6.760978248022939,2.46399998664856,4.0,11.300312294739,1.059277102601902,0.9925926132850686,217.77854681015012,ok
74.0,40.69737542431003,63.69097021350263,10.150446499338305,4.724576362145611,2.408702541661063,89.9215266575495,79.06432685831872,2.4609999656677246,-17.934711190327594,-12.967169856224658,2.197000026702881,2.4760000705718994,10.9812611603967,1.036613989422693,0.9886855326690672,165.81588673591614,ok
75.0,38.749082322277495,53.32808431851539,10.537552047937226,5.135492711234575,2.611347903257045,75.59978989801373,76.97008186103378,2.368000030517578,-32.00678131942042,-2.3938393885928213,2.3529999256134038,2.382999897003174,10.4460390355201,1.0524839476667591,0.4860303322172892,201.95064425468445,ok
76.0,42.10219253993261,57.04425525810359,12.100396858648931,4.554494082200647,2.2726677886755944,82.32808373770848,89.323648408629,2.1519999504089355,-17.388879943113796,-3.788559392787108,2.140000104904175,2.421999931335449,10.6220734092117,0.9973746422788268,0.4408419945547566,167.0913987159729,ok
77.0,38.163259894052274,57.90835559687975,16.299061331064628,4.629420745487231,2.398561837727746,92.20906217393542,79.95852328303087,2.575000047683716,-16.887603540912938,-1.0868853937269125,2.559999942779541,2.5929999351501465,11.1242617118717,1.0498347679085218,0.2890805047612591,167.84691834449768,ok
78.0,40.13523098184061,59.96426588706392,15.901352675047512,4.606408139854785,2.215072587517553,79.21460102785781,75.63793859668641,2.313999891281128,-11.381477062301922,-1.6855674102757054,2.308000087738037,2.319999933242798,10.6274096848928,1.0554905783212405,0.4727669957654974,191.3318169116974,ok
79.0,40.22546420525988,64.17449199140749,11.07140860988046,5.196204433510927,2.2864800479935723,77.71233175654669,75.95476833694228,2.311000108718872,-19.52612247458053,-3.606890736869644,2.2960000038146973,2.325999975204468,10.4427570049064,1.0352659126074195,0.7533545554445182,334.9298257827759,ok
80.0,42.63080602361524,60.76774452304168,10.854625425067423,4.541194480859748,2.661323518431988,93.3533887067463,90.37667750603734,2.3469998836517334,-27.874675167196376,-0.9280502011397348,2.3320000171661377,4.0,11.0624613396716,0.9901308814828924,0.1947914230257197,186.15612888336184,ok
1.0,38.82662774696525,62.97868225354029,11.412372682007756,5.02764802974573,2.7017936698908427,77.25609441209082,80.3097150745024,2.5390000343322754,-25.90146390530063,-3.1757864300457515,2.515000104904175,3.2079999446868896,11.001417725065,1.0462351938692982,0.6630318416926749,399.05385875701904,ok
